offset	cap	jp	ko
5274896	8	名声	명성
5274912	8	親密	친밀
5274928	8	健康	건강
5274936	8	年齢	연령
5274944	8	性別	성별
5274952	8	条件	조건
5274960	8	残月	남은달
5274968	8	仕事	업무
5274976	8	結婚	결혼
5274984	8	仇敵	구적
5274992	8	義兄弟	의형제
5275000	8	好敵手	호적수
5275056	16	、他%3d名	, 외 %3d명
5275072	16	、	,
5275176	8	特徴	특징
5275184	8	説明	설명
5275192	24	兵器選択	병기 선택
5275272	16	兵器一覧	병기 목록
5275336	8	特徴	특징
5275344	8	戦法１	전법1
5275352	8	戦法２	전법2
5275360	8	説明	설명
5275368	24	兵科選択	병과 선택
5275448	16	兵科一覧	병과 목록
5275512	8	状態	상태
5275520	8	兵科１	병과1
5275528	8	兵科２	병과2
5275536	8	地形１	지형1
5275544	8	地形２	지형2
5275552	8	説明	설명
5275560	16	戦法選択	전법 선택
5275576	24	戦法一覧	전법 목록
5275832	8	？？	??
5276008	8	初	초
5276016	8	弐	이
5276024	8	参	삼
5276032	8	四	사
5276040	8	五	오
5276048	8	極	극
5276056	8	未	미
5276104	8	攻撃	공격
5276112	8	特殊	특수
5276120	8	逃亡	도망
5276128	8	小技	약공
5276136	8	大技	강공
5276144	8	回復	회복
5276152	8	愚弄	우롱
5276160	8	威圧	위압
5276168	8	温存	비축
5276176	8	消費	소비
5276184	8	堅守	견수
5276192	8	反撃	반격
5276200	8	全体	전체
5276208	8	方針	방침
5276216	8	気力	기력
5276224	8	防御	방어
5276232	8	決定	결정
5276392	16	環境設定	환경 설정
5276408	16	ゲーム終了	게임 종료
5276728	8	資源	자원
5276736	8	都市	도시
5276744	8	州選択	주선택
5276752	8	地図	지도
5276760	8	州一覧	주목록
5276808	8	特徴	특징
5276816	8	説明	설명
5276824	16	階級選択	계급 선택
5276840	16	階級一覧	계급 목록
5276856	8	九品官	9품관
5276864	8	八品官	8품관
5276872	8	七品官	7품관
5276880	8	六品官	6품관
5276888	8	五品官	5품관
5276896	8	四品官	4품관
5276904	8	三品官	3품관
5276912	8	二品官	2품관
5276920	8	一品官	1품관
5276928	8	－－－	－－－
5276936	8	番号	번호
5276944	8	階級	계급
5276952	8	説明	설명
5276960	16	兵士上限	병사상한
5276976	8	支度金	준비금
5276984	16	必要功績	필요 공적
5277000	8	俸禄	봉록
5277112	8	状態	상태
5277120	16	援軍選択	원군 선택
5277136	8	地図	지도
5277144	16	援軍一覧	원군 목록
5277328	8	一覧	목록
5277336	8	解除	해제
5277344	16	決定	결정
5277384	8	放浪軍	방랑군
5277392	16	他%2d勢力	외 %2d세력
5277464	16	勢力選択	세력선택
5277480	8	勢力	세력
5277488	8	友好	우호
5277496	8	擁立	옹립
5277504	8	金	금
5277512	8	兵糧	병량
5277520	16	兵士	병사
5277592	16	勢力一覧	세력일람
5277656	16	軍団選択	군단선택
5277672	8	軍団	군단
5277680	8	都督	도독
5277688	8	本拠	본거
5277696	8	方針	방침
5277704	8	対象	대상
5277712	8	金	금
5277720	8	兵糧	병량
5277728	16	兵士	병사
5277800	16	軍団一覧	군단일람
5277864	16	都市選択	도시선택
5277880	8	都市	도시
5277888	8	太守	태수
5277896	8	勢力	세력
5277904	8	金	금
5277912	8	兵糧	병량
5277920	16	兵士	병사
5277992	24	都市一覧	도시일람
5278776	8	セーブ	세이브
5278784	16	ロード	로드
5278992	16	 はい 	 예 
5279008	16	いいえ	아니요
5279136	16	閉じる	닫기
5279232	16	 はい 	 예 
5279248	16	いいえ	아니요
5279472	40	三國志Ⅷ with パワーアップキット	삼국지 8 with 파워업 키트
5279712	8	切替	전환
5279720	8	※不明	※불명
5279728	8	魏	위
5279736	8	戦法	전법
5279744	8	特技	특기
5279752	8	戦法	전법
5279760	8	特技	특기
5279768	8	戦法	전법
5279776	8	特技	특기
5279784	8	戦法	전법
5279792	16	特技	특기
5280192	8	劉	유
5280200	8	漢中王	한중왕
5280208	8	漢	한
5280224	8	秦	진
5280232	8	劉	유
5280240	16	呉	오
5280256	8	魏	위
5280280	8	漢	한
5280288	8	曹操	조조
5280296	8	曹操	조조
5280304	8	孫権	손권
5280312	8	秦	진
5280320	8	呉	오
5280328	8	劉	유
5280336	8	漢	한
5280344	8	成	성
5280392	8	恋人	연인
5280400	8	小玉	소옥
5280408	8	嫁	가
5280416	8	夫	남편
5280424	8	釣人	낚시꾼
5280432	8	息子	아들
5280440	8	娘	딸
5280448	8	犬	견
5280456	8	高札	게시판
5280464	8	男女	남녀
5280472	8	番号	번호
5280480	8	名前	이름
5280488	8	説明	설명
5280496	8	優先度	우선도
5280504	8	位置	위치
5280512	8	Ｘ	Ｘ
5280520	8	Ｙ	Ｙ
5280608	16	%sのうんちく	%s 지식
5280672	8	文字	문자
5280680	8	ＢＧＭ	ＢＧＭ
5280688	8	振動	진동
5280696	16	操作説明	조작 설명
5280712	8	決定	결정
5280720	8	中止	중지
5280728	8	  短い	짧다
5280736	8	  長い	길다
5280752	16	ステレオ	스테레오
5280768	16	モノラル	모노럴
5280784	8	  ＯＮ	ＯＮ
5280792	8	 ＯＦＦ	 ＯＦＦ
5280800	16	環境設定	환경 설정
5281928	16	援軍選択	원군 선택
5281944	8	都市	도시
5281952	8	太守	태수
5281960	8	勢力	세력
5281968	8	金	금
5281976	8	兵糧	병량
5281984	8	兵士	병사
5282040	16	環境設定	환경 설정
5282056	16	ゲーム終了	게임 종료
5282400	8	賊	적
5282408	8	疫病	역병
5282416	8	いなご	메뚜기
5282424	8	台風	태풍
5282432	8	洪水	홍수
5282440	8	大雪	대설
5282448	8	豊作	풍작
5282456	8	商人	상인
5282464	16	後漢皇帝	후한 황제
5282504	24	災害情報	재해 정보
5282528	16	常駐商人	상주상인
5282544	16	流浪商人	유랑 상인
5282896	96	"PlayStation BB Unit"にある\n三國志Ⅷ with パワーアップキットのゲームデータが\n読み込めません	"PlayStation BB Unit"에 있는\n삼국지 8 with 파워업키트의 게임 데이터를\n읽을 수 없습니다
5282992	111	"PlayStation BB Unit"に付属の\n取扱説明書の指示に従って\n"PlayStation BB Unit"の修復を\n行ってください	"PlayStation BB Unit"에 딸린\n사용 설명서의 지시에 따라\n"PlayStation BB Unit"을 복구해\n주십시오
5283104	48	これ以降はＤＩＳＣから\n読み込みを行います	이후로는 ＤＩＳＣ에서\n읽어들입니다
5283152	128	"PlayStation BB Unit"にある\n三國志Ⅷ with パワーアップキットのゲームデータと\nＤＩＳＣのゲームデータの\nバージョンが一致しません	"PlayStation BB Unit"에 있는\n삼국지 8 with 파워업 키트의 게임 데이터와\nＤＩＳＣ의 게임 데이터의\n버전이 일치하지 않습니다
5283280	64	一旦アンインストールしてから\nインストールをやり直してください	일단 설치 해제를 한 뒤\n설치를 다시 해 주십시오
5283344	63	"PlayStation BB Unit"が\n正しく接続されていません	"PlayStation BB Unit"이\n제대로 연결되어 있지 않습니다
5283408	63	"PlayStation BB Unit"が\nフォーマットされていません	"PlayStation BB Unit"이\n포맷되어 있지 않습니다
5283472	80	三國志Ⅷ with パワーアップキットのゲームデータが\nすでにインストールされています	삼국지 8 with 파워업 키트의 게임 데이터가\n이미 설치되어 있습니다
5283552	96	"PlayStation BB Unit"にある\n三國志Ⅷ with パワーアップキットの\nゲームデータが読み込めません	"PlayStation BB Unit"에 있는\n삼국지 8 with 파워업키트의\n게임 데이터를 읽을 수 없습니다
5283648	160	"PlayStation BB Unit"の\n空き容量が不足しています\n三國志Ⅷ with パワーアップキットのゲームデータを\nインストールするには\n　[2b空き容量128MB以上\n[0bが必要です	"PlayStation BB Unit"의\n빈 용량이 부족합니다\n삼국지8 with 파워업키트의 게임 데이터를\n설치하려면\n　[2b빈 용량 128MB 이상\n[0b이 필요합니다
5283808	47	"PlayStation BB Unit"に\n異常が見つかりました	"PlayStation BB Unit"에\n이상이 발견되었습니다
5283856	64	一旦不要なデータを削除してから\nインストールをやり直してください	일단 불필요한 데이터를 삭제한 뒤\n설치를 다시 해 주십시오
5283920	32	インストールに失敗しました	설치에 실패했습니다
5283952	112	三國志Ⅷ with パワーアップキットのゲームデータを\n"PlayStation BB Unit"にインストールします\nよろしいですか？	삼국지 8 with 파워업키트의 게임 데이터를\n"PlayStation BB Unit"에 설치합니다\n진행하시겠습니까?
5284064	32	インストールを中止しました	설치를 중지했습니다
5284096	176	三國志Ⅷ with パワーアップキットの\nゲームデータをインストールしています\n電源を切ったり、\n"PlayStation BB Unit"を抜いたり\nしないでください\n\n%2d％終了　　　　　　　　中断	삼국지 8 with 파워업 키트의\n게임 데이터를 설치하고 있습니다\n전원을 끄거나\n"PlayStation BB Unit"을 뽑거나\n하지 마십시오\n\n%2d％완료　　　　　　　　중단
5284272	32	インストールが完了しました	설치가 완료되었습니다
5284304	128	三國志Ⅷ with パワーアップキットのゲームデータを\n"PlayStation BB Unit"からアンインストールします\nよろしいですか？	삼국지 8 with 파워업키트의 게임 데이터를\n"PlayStation BB Unit"에서 제거합니다\n진행하시겠습니까?
5284432	32	アンインストールを中止しました	설치 해제를 중지했습니다
5284464	80	三國志Ⅷ with パワーアップキットの\nゲームデータをアンインストールしています	삼국지8 with 파워업키트의\n게임 데이터를 제거하고 있습니다
5284544	32	アンインストールが完了しました	설치 해제가 완료되었습니다
5284576	80	三國志Ⅷ with パワーアップキットの\nゲームデータがインストールされていません	삼국지8 with 파워업키트의\n게임 데이터가 설치되어 있지 않습니다
5284656	96	三國志Ⅷ with パワーアップキットのゲームデータの\nインストールを中断します\nよろしいですか？	삼국지 8 with 파워업 키트의 게임 데이터\n설치를 중단합니다\n진행하시겠습니까?
5284752	32	インストールを中断しました	설치를 중단했습니다
5284784	80	三國志Ⅷ with パワーアップキットのゲームデータの\nインストールを続行しますか？	삼국지8 with 파워업키트의 게임 데이터의\n설치를 계속하시겠습니까?
5285048	8	州選択	주선택
5285056	8	州	주
5285064	8	金	금
5285072	8	兵糧	병량
5285080	8	兵士	병사
5286112	40	三国志８ｗｉｔｈパワーアップキット	삼국지8ｗｉｔｈ파워업키트
5286192	32	メモリーカード(PS2)	메모리카드(PS2)
5286224	32	ポケットステーション	포켓스테이션
5286256	64	MEMORY CARD 差込口%sの%sは\nフォーマットされていません	MEMORY CARD 슬롯%s의 %s\n포맷되어 있지 않습니다
5286320	32	フォーマットしますか？	포맷하겠습니까?
5286352	32	フォーマットに失敗しました	포맷에 실패했습니다
5286384	112	MEMORY CARD 差込口%sの%sを\nﾌｫｰﾏｯﾄ中です。%sを抜いたり、\n電源を切ったり、リセットをしないでください	MEMORY CARD 슬롯%s의 %s\n포맷 중입니다. %s 카드를 뽑거나,\n전원을 끄거나, 리셋하지 마십시오
5286496	112	MEMORY CARD 差込口%sの%sに\nセーブ中です。%sを抜いたり、\n電源を切ったり、リセットをしないでください	MEMORY CARD 슬롯%s의 %s에\n세이브 중입니다. %s을(를) 뽑거나\n전원을 끄거나 리셋하지 마십시오
5286608	112	MEMORY CARD 差込口%sの%sから\nロード中です。%sを抜いたり、\n電源を切ったり、リセットをしないでください	MEMORY CARD 슬롯%s의 %s에서\n로드 중입니다. %s을(를) 뽑거나\n전원을 끄거나 리셋하지 마십시오
5286720	112	MEMORY CARD 差込口%sの%sを\nチェック中です。%sを抜いたり、\n電源を切ったり、リセットをしないでください	MEMORY CARD 슬롯%s의 %s을(를)\n확인 중입니다. %s을(를) 뽑거나\n전원을 끄거나 리셋하지 마십시오
5286832	32	空き容量が不足しています	빈 용량이 부족합니다
5286864	48	%sが\nMEMORY CARD 差込口%sに差されていません	%s\nMEMORY CARD 슬롯%s에 꽂혀 있지 않습니다
5286912	32	%sが差されていません	%s 삽입되어 있지 않습니다
5286944	32	%sが認識できませんでした	%s 인식할 수 없었습니다
5286976	80	セーブするにはMEMORY CARD 差込口１に\n%s[2b空き容量%4dKB以上\n[0bが必要です	세이브하려면 MEMORY CARD 삽입구 1에\n%s[2b빈 용량 %4dKB 이상\n[0b이 필요합니다
5287056	96	セーブするにはMEMORY CARD 差込口１に\n・%s 　[2b%4dKB\n[0b・%s　[2b%4dKB[0bが必要です	세이브하려면 MEMORY CARD 삽입구 1에\n・%s 　[2b%4dKB\n[0b・%s　[2b%4dKB[0b이 필요합니다
5287152	48	MEMORY CARD 差込口%sから%sが\n抜かれました	MEMORY CARD 슬롯%s에서 %s\n제거되었습니다
5287200	64	MEMORY CARD 差込口%sから%sが\n抜かれたためセーブを中断しました	MEMORY CARD 슬롯%s에서 %s\n제거되어 세이브를 중단했습니다
5287264	64	MEMORY CARD 差込口%sから%sが\n抜かれたためロードを中断しました	MEMORY CARD 슬롯%s에서 %s\n제거되어 로드를 중단했습니다
5287328	80	MEMORY CARD 差込口%sから%sが\n抜かれたためフォーマットを中断しました	MEMORY CARD 슬롯%s에서 %s\n제거되어 포맷을 중단했습니다
5287408	48	MEMORY CARD 差込口%sの%sには\nデータがありません	MEMORY CARD 슬롯%s의 %s에는\n데이터가 없습니다
5287456	32	セーブに失敗しました	세이브에 실패했습니다
5287488	32	ロードに失敗しました	로드에 실패했습니다
5287520	48	セーブするデータを選んでください	세이브할 데이터를 선택해 주십시오
5287568	48	ロードするデータを選んでください	로드할 데이터를 선택해 주십시오
5287616	32	セーブが終了しました	세이브가 종료되었습니다
5287648	32	ロードが終了しました	로드가 종료되었습니다
5287680	32	%sを続けますか？	%s 계속하겠습니까?
5287712	80	このゲームはセーブしなくても遊ぶことが可能で\nすが、データをセーブするには	이 게임은 세이브하지 않아도 즐길 수 있으나\n데이터를 세이브하려면
5287808	40	　　　　　　　　　　空き容量%3dKB以上	　　　　　　　　　　빈용량%3dKB 이상
5287848	24	が必要です\n	이 필요합니다\n
5287872	32	　・%s　　\n　・%s　　	　・%s　　\n　・%s　　
5287904	80	　　　　　　　　　　　　　　%3dKB以上\n　　　　　　　　　　　　　　%3dKB以上	　　　　　　　　　　　　　　%3dKB 이상\n　　　　　　　　　　　　　　%3dKB 이상
5287984	32	のどちらかが必要です\n	이 중 하나가 필요합니다\n
5288016	48	またMEMORY CARD 差込口１のみ対応しています\n	또한 MEMORY CARD 슬롯1만 지원합니다\n
5288064	80	このままではセーブできない可能\n性があります。このままで開始し\nますか？	이대로는 세이브할 수 없을지도\n모릅니다. 이대로 시작하시겠\n습니까?
5288144	64	すでにデータがありますが、\n上書きしてもよろしいですか？	이미 데이터가 있습니다만,\n덮어써도 괜찮으시겠습니까?
5288208	48	新武将のデータを更新します\nよろしいですか？	신무장 데이터를 갱신합니다\n진행하시겠습니까?
5288256	48	武将編集のデータを更新します\nよろしいですか？	무장 편집 데이터를 갱신합니다\n진행하시겠습니까?
5288304	144	MEMORY CARD 差込口%sの%sに\n共通データを作成しています。[1b時間がかかります\n[0b%sを抜いたり、\n電源を切ったり、リセットをしないでください	MEMORY CARD 삽입구%s의 %s에\n공통 데이터를 작성하고 있습니다.[1b시간이 걸립니다\n[0b%s 분리,\n전원 차단, 리셋을 하지 마십시오
5288448	48	セーブできますので、\nゲームを開始します	세이브할 수 있으므로\n게임을 시작합니다
5288496	96	登録した武将を使用するには%s\nに[2bセーブしなければなりません[0bが登録しますか？	등록한 무장을 사용하려면 %s에\n[2b세이브해야 합니다[0b. 등록하시겠습니까?
5288592	80	保存しないと\n[2b編集した内容が反映されません[0b\n新武将登録を終了しますか？	저장하지 않으면\n[2b편집 내용이 반영되지 않습니다[0b\n등록을 종료하시겠습니까?
5288672	80	セーブデータのバージョンが異なります\nセーブデータを削除してください(DEBUG)	세이브 데이터의 버전이 다릅니다\n세이브 데이터를 삭제해 주십시오(DEBUG)
5288752	80	このままではセーブできない\n可能性があります。このままで\n開始しますか？	이대로는 세이브할 수 없을\n가능성이 있습니다. 이대로\n시작하시겠습니까?
5288832	32	それは困りましたね…	그것 참 곤란하군요…
5288864	64	このままではセーブができぬが\nゲームを始めてもよいか？	이대로는 세이브를 할 수 없네만\n게임을 시작해도 되겠는가?
5288928	32	ようし！\n腕が鳴るわい	좋았어!\n팔이 근질거리는군
5288960	80	ではメモリーカード(PS2)を\n用意するしかあるまい\nわしは酒でも飲んで待っておる	그럼 메모리카드(PS2)를\n준비할 수밖에 없겠군\n나는 술이나 마시며 기다리겠네
5289040	64	このままでは\nセーブすることができぬ\nゲームを始めてもよいかな？	이대로는\n세이브할 수가 없네\n게임을 시작해도 되겠는가?
5289104	32	うむ\nよいぞ、よいぞ	음\n좋아, 좋아
5289136	32	困ったお方じゃ…	곤란한 분이로군…
5289168	64	このままでは\nセーブできませぬが\n始めてもよろしいかな？	이대로는\n세이브할 수 없사옵니다만\n시작해도 괜찮으신지요?
5289232	64	誠に賢明でいらっしゃる\n備えあれば憂いなし\nですからな	참으로 현명하십니다\n유비무환이라고\n하지 않습니까
5289296	32	それは困りましたな…	그것 참 곤란하구려…
5289328	64	このままでは\nセーブできぬが\n始めてもよろしいかな？	이대로는\n세이브할 수 없네만\n시작해도 괜찮겠는가?
5289392	48	なんと\n持っておったのだな\nでは始めるぞ	이런\n가지고 있었구먼\n그럼 시작하지
5289440	32	さようか\nでは始められぬのう	그런가\n그럼 시작할 수 없겠군
5289472	48	このままでは\nセーブできぬ\n始めてもよいのか？	이대로는\n세이브할 수 없다\n시작해도 되겠는가?
5289520	32	よし\nでは始めるぞ	좋다\n그럼 시작하겠다
5289552	48	さようか…\nではメモリーカード(PS2)が\n必要だな	그런가…\n그럼 메모리카드(PS2)가\n필요하겠군
5289600	48	このままでは\nセーブできぬぞ\n始めてもよいな？	이대로는\n세이브할 수 없다\n시작해도 괜찮은가?
5289648	48	おお、お持ちであったか\nでは始めよう	오오, 가지고 계셨는가\n그럼 시작하지
5289696	64	さようですか…\nでは私もここで\n待たせていただきましょう	그렇습니까…\n그럼 저도 여기서\n기다리도록 하겠습니다
5289760	80	このままゲームを始められても\nセーブはできませぬぞ\nそれでもよろしいかな？	이대로 게임을 시작하셔도\n세이브는 할 수 없사옵니다\n그래도 괜찮으시겠습니까?
5289840	64	おお\nいらぬ心配だったようですな\nでは始めましょう	오오\n괜한 걱정이었던 것 같군요\n그럼 시작합시다
5289904	32	さようか…\nそれは困りましたな	그런가…\n그것 참 곤란하구려
5289944	8	ロード	로드
5289992	8	セーブ	세이브
5290000	16	フォーマット	포맷
5290024	16	新武将セーブ	신무장 세이브
5290040	16	新武将ロード	신무장 로드
5290056	16	編集武将セーブ	편집무장 세이브
5290072	16	編集武将ロード	편집무장 로드
5290088	24	環境設定ロード	환경 설정 로드
5290112	32	アイテムコレクションロード	아이템 컬렉션 로드
5290144	32	イベントコレクションロード	이벤트 컬렉션 로드
5290176	32	ゲームクリア履歴ロード	게임 클리어 이력 로드
5290208	24	セーブ情報ロード	세이브 정보 로드
5290232	24	共通設定ロード	공통 설정 로드
5290256	32	アイテムコレクションセーブ	아이템 컬렉션 세이브
5290288	32	イベントコレクションセーブ	이벤트 컬렉션 세이브
5290320	32	ゲームクリア履歴セーブ	게임 클리어 이력 세이브
5290352	32	戦術キャンペーン履歴ロード	전술 캠페인 이력 로드
5290384	32	戦術キャンペーン履歴セーブ	전술 캠페인 이력 세이브
5290416	32	三國志Ⅷデータロード	삼국지 8 데이터 로드
5290448	48	三國志Ⅷ with パワーアップキットデータセーブ	삼국지 8 with 파워업 키트 데이터 세이브
5290528	48	ここまでの内容をセーブしますか？	여기까지의 내용을 세이브하겠습니까?
5290576	96	アイテムコレクションのデータが更新されています\nメモリーカード(PS2)に保存しますか？	아이템 컬렉션 데이터가 갱신되었습니다\n메모리카드(PS2)에 저장하시겠습니까?
5290672	96	イベントコレクションのデータが更新されています\nメモリーカード(PS2)に保存しますか？	이벤트 컬렉션 데이터가 갱신되었습니다\n메모리카드(PS2)에 저장하시겠습니까?
5290768	80	ゲームクリア履歴のデータが更新されています\nメモリーカード(PS2)に保存しますか？	게임 클리어 이력 데이터가 갱신되었습니다\n메모리카드(PS2)에 저장하시겠습니까?
5290848	80	戦術キャンペーン履歴を\nメモリーカード(PS2)にセーブします\nよろしいですか？	전술 캠페인 이력을\n메모리카드(PS2)에 세이브합니다\n진행하시겠습니까?
5290928	104	三國志Ⅷのアイテム・イベントコレクション\nゲームクリア履歴のデータを\nメモリーカード(PS2)に保存しますか？	삼국지8의 아이템・이벤트 컬렉션\n게임 클리어 이력의 데이터를\n메모리카드(PS2)에 저장하시겠습니까?
5291032	8	夫	남편
5291040	8	妻	처
5291048	8	少女	소녀
5291056	16	少年	소년
5291136	16	特技「%s」	특기「%s」
5291152	8	特技	특기
5291160	16	戦法「%s」	전법「%s」
5291176	8	戦法	전법
5291184	32	資質なし　　　　	자질없음　　　　
5291216	32	人並み　　　　　	평범　　　　　　
5291248	32	心得あり　　　　	소양있음　　　　
5291280	32	猛者　　　　　　	맹장　　　　　　
5291312	32	剛の者　　　　　	강자　　　　　　
5291344	32	一騎当千　　　　	일기당천　　　　
5291376	32	天下無双　　　　	천하무쌍　　　　
5291408	32	識者　　　　　　	식자　　　　　　
5291440	32	賢者　　　　　　	현자　　　　　　
5291472	32	変幻無窮の策士　	변환무궁의책사　
5291504	32	希世の天才　　　	희세의천재　　　
5291536	32	策士　　　　　　	책사　　　　　　
5291568	32	権謀術策の士　　	권모술책의사　　
5291600	32	名君の政術　　　	명군의정술　　　
5291632	32	神君の徳治　　　	신군의덕치　　　
5291664	32	明星　　　　　　	샛별　　　　　　
5291696	32	稟姓の声望　　　	품성의성망　　　
5291728	32	天資の徳望　　　	천자의덕망　　　
5291760	32	神の恩寵者　　　	신의은총자　　　
5291792	32	　これ以上は無理　	　이 이상은 무리　
5291824	32	　少しだけ伸びる　	　조금만 늘어남　
5291856	32	　まだまだ伸びる　	　아직 더 늘어남　
5291888	24	　大いに期待　　　	　크게 기대　　　
5291928	8	武力	무력
5291936	8	知力	지력
5291944	8	政治	정치
5291952	8	魅力	매력
5291960	8	冷静	냉정
5291968	16	勇猛	용맹
5292024	8	息子	아들
5292032	8	娘	딸
5292040	8	都市	도시
5293736	8	%d年	%d년
5293744	16	%d年%d月	%d년 %d월
5293800	8	年表	연표
5293808	8	戻る	뒤로
5293816	8	、	,
5293824	8	。	.
5293840	16	%3d年  　　　 	%3d년
5293856	16	%3d年%2d月　　 	%3d년 %2d월
5293872	16	   　  　　　 	
5293896	8	頁切替	쪽전환
5293904	8	番号	번호
5294472	8	 金 	금
5294480	8	商人	상인
5294488	16	 決定 	결정
5294504	16	 中止 	중지
5294520	8	州	주
5294528	8	勢力	세력
5294536	8	太守	태수
5294544	8	武将	무장
5294552	8	軍団	군단
5294560	8	軍師	군사
5294568	8	在野	재야
5294576	8	内政	내정
5294584	8	民心	민심
5294592	24	都市編集	도시 편집
5294616	8	非常駐	비상주
5294624	8	常駐	상주
5294632	8	農耕	농경
5294640	8	商業	상업
5294648	8	技術	기술
5294656	8	城塞	성새
5294664	8	放牧	방목
5294672	8	特徴	특징
5294680	8	常駐	상주
5294688	16	非常駐	비상주
5294760	8	武力	무력
5294768	8	知力	지력
5294776	8	政治	정치
5294784	8	魅力	매력
5294792	8	義理	의리
5294800	8	野望	야망
5294808	8	冷静	냉정
5294816	8	勇猛	용맹
5294824	8	相性	상성
5294832	8	寿命	수명
5294840	8	有名	유명
5294848	8	功績	공적
5294856	8	名声	명성
5294864	8	悪名	악명
5294872	8	忠誠	충성
5294880	8	金	금
5295000	16	 タイプ 	 타입 
5295016	16	得意分野	특기 분야
5295032	8	将軍	장군
5295040	8	軍師	군사
5295048	8	万能	만능
5295056	8	平凡	평범
5295064	8	打撃	타격
5295072	8	射撃	사격
5295080	8	奇襲	기습
5295088	8	計略	계략
5295096	8	数値	수치
5295104	8	特技	특기
5295112	8	戦法	전법
5295120	16	成長傾向	성장 경향
5295136	8	決定	결정
5295144	16	中止	중지
5295160	8	勢力	세력
5295168	8	所在	소재
5295176	8	身分	신분
5295184	48	編集内容で決定します\nよろしいですか？	편집 내용으로 결정합니다\n진행하시겠습니까?
5295232	48	編集を中止して元に戻しますが\nよろしいですか？	편집을 중지하고 되돌립니다\n진행하시겠습니까?
5295312	32	能力などの数値を編集します	능력 등의 수치를 편집합니다
5295344	32	特技を編集します	특기를 편집합니다
5295376	32	戦法を編集します	전법을 편집합니다
5295408	32	成長傾向を編集します	성장 경향을 편집합니다
5295440	32	編集内容で決定します	편집 내용으로 결정합니다
5295472	24	編集を中止します	편집을 중지합니다
5295496	24	%sを変更します	%s 변경합니다
5295520	32	[2b%sは変更できません	[2b%s 변경은 불가합니다
5295552	32	%sレベルを変更します	%s 레벨을 변경합니다
5295584	32	タイプを変更します	타입을 변경합니다
5295616	32	得意分野を変更します(複数可)	특기 분야 변경(복수 가능)
5296304	16	%s(%d～%d)	%s(%d~%d)
5296384	6	x＜週	x＜주
5296416	6	x＜週	x＜주
5296592	6	x＜週	x＜주
5298112	6	x＜集	x＜집
5298144	6	x＜集	x＜집
5298432	6	x＜集	x＜집
5299104	6	x＜集	x＜집
5299392	6	x＜集	x＜집
5299424	6	x＜集	x＜집
5303856	6	x＜集	x＜집
5322832	6	x＜従	x＜종
5322992	6	x＜従	x＜종
5323024	6	x＜戎	x＜융
5323296	6	x＜戎	x＜융
5327968	6	x＜柔	x＜유
